date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/06/2021,"1 BAYSIDE GLEN, WICKLOW",Wicklow,A67PH04,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,6
01/06/2021,"1 BELARD MANOR, GLENEALY, WICKLOW",Wicklow,A67VH97,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,6
01/06/2021,"1 DANESFORT CT, DANESFORT RD, LOUGHREA",Galway,H62WK38,"€181,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,6
01/06/2021,"1 FAIRVIEW, ROSAPENNA, COUNTY DONEGAL",Donegal,F92NF76,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,6
01/06/2021,"1 MARINE VIEW, ROCK ROAD, BLACKROCK",Dublin,A94X8P2,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,6
01/06/2021,"1 PARKLANDS HOLIDAY HOMES, PORT RD, KILLARNEY",Kerry,V93X7P8,"€1,990,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,6
01/06/2021,"1 The Green, Mullen Park, Maynooth",Kildare,,"€361,233.48",No,Yes,New Dwelling house /Apartment,,2021,6
01/06/2021,"1 Willow Close, Bloomfield, Annacotty",Limerick,,"€298,000.00",No,Yes,New Dwelling house /Apartment,,2021,6
01/06/2021,"10 CORK ROAD, BANDON, CORK",Cork,P72KD57,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,6
01/06/2021,"10 LIFFEY GREEN, LIFFEY VALLEY PARK, LUCAN",Dublin,K78RT92,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,6
01/06/2021,"10 PARKLANDS HOLIDAY HOMES, PORT RD, KILLARNEY",Kerry,V93C9D6,"€635,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,6
