date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/03/2012,"1 Verona Esplanade, O'Connell Ave, Limerick",Limerick,,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"1 Woodhill, Dunfanaghy",Donegal,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"11 Priory Lawns, Rhode",Offaly,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"11 Sessiagh View, Ballybofey",Donegal,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"111 Mount Merrion Avenue, Blackrock",Dublin,,"€820,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"119 Oranmore Road, Ballyfermot",Dublin,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"12 Bantry Square, Waterville, Blanchardstown",Dublin,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"12 Manor Court, Western Distributor Road, Knocknacarra",Galway,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"13 Lon Avenue, Dundalk, Co. Louth",Louth,,"€47,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"13 & !6 Togher Way, Urlingford, Co. Kilkenny",Kilkenny,,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"136 St. Brendan's Park, Tralee",Kerry,,"€78,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"14 Cedar Vale, Athlumney Wood, Navan",Meath,,"€159,950.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2012,3
01/03/2012,"145, Ferndale, Navan",Meath,,"€122,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"17 Ard Aoibhinn, Innishannon",Cork,,"€185,022.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2012,3
01/03/2012,"17 CARRICKFERN, CAVAN",Cavan,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"2 Meadowbank Road, Bushy Park Road, Rathgar",Dublin,,"€316,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"2 Westbourne Terrace, Crosshaven",Cork,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"20 TOWERING HEIGHTS, TOWER, BLARNEY",Cork,,"€585,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"25 Maryville Road, Raheny, Dublin 5",Dublin,,"€216,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"28  Castle Avenue, Clontarf",Dublin,,"€1,550,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"3 Grattan Terrace, Fr. Burke Road",Galway,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"3 Rinawade Downs, Leixlip, Co. Kildare",Kildare,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"30 Seafield Crescent, Booterstown",Dublin,,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"31 Beechlawns, Johnswell Road, Kilkenny",Kilkenny,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
01/03/2012,"32 Jutland Hall, Steamboat Quay, Limerick",Limerick,,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,3
