date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/12/2012,"1A Lower Albert Road, Sandycove",Dublin,,"€970,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
01/12/2012,"4  O' Mahony Place, Clondrohid, Macroom",Cork,,"€20,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2012,12
01/12/2012,"41 Kinvara Park, Navan Road",Dublin,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
01/12/2012,"48 Tyrconnell Road, Inchicore",Dublin,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
01/12/2012,"Apt B9 Cormullen, Foxford",Mayo,,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
01/12/2012,"Tullylost, Rathangan, County Kildare",Kildare,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
02/12/2012,"13 Ard Mullen, Kenmare",Kerry,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
02/12/2012,"33 The Belfry, Cloghers, Tralee",Kerry,,"€190,000.00",Yes,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2012,12
02/12/2012,"6 Ard Mullen, Kenmare",Kildare,,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"1 Weighbridge House, Old Quay Lane, Carlingford",Louth,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"11 Abbey Road, Monkstown",Dublin,,"€366,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"12 Ard Chleire, Ardmanagh, Schull",Cork,,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"125 Kings Court, Parnell Street",Dublin,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"13 Arconagh, Naas, Co.Kildare",Kildare,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"13 Beachside Grove, Riverchapel",Wexford,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"13 the waterfront, drumcondra  dublin 9",Dublin,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"14 Canon Hayes Park, Tipperary Town",Tipperary,,"€79,623.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"146 Tonlegee Road, Raheny",Dublin,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"149 Larkhill Rd, Whitehall",Dublin,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"15 Ardagh Lodge, Longford",Longford,,"€18,250.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"153 Roselawn Road, Castleknock",Dublin,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"16 Monkton Row, Wicklow",Wicklow,,"€66,666.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"17 Abbey Park, Baldoyle",Dublin,,"€299,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"187 Oxmantown Road, Stoneybatter",Dublin,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
03/12/2012,"19 Bellair Close, Ballinlough",Cork,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,12
