date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
02/01/2025,"11 DAVIS COURT, THOMAS DAVIS ST WEST, INCHICORE DUBLIN 8",Dublin,D08WK61,"€239,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"148 Forgelands, Old Forge Road, Enniscorthy",Wexford,,"€281,938.33",No,Yes,New Dwelling house /Apartment,,2025,1
02/01/2025,"17 STATION COURT PARK, COOLMINE, DUBLIN 15",Dublin,D15PF25,"€326,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"17 THE AVENUE, WALSHESTOWN PARK, NEWBRIDGE",Kildare,W12FW73,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"2 LOIAMORE LAWN, BANDUFF, CO CORK",Cork,T23V8Y0,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"219 LLANDAFF TERRACE, MERRION ROAD, DUBLIN 4",Dublin,D04X5K5,"€1,050,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"24 MILL RD, GLASHEEN, STAMULLEN",Meath,K32NW89,"€338,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"25 WESTBURY WOODS, GREENVILLE LANE, THE MOYNE",Wexford,Y21X2D5,"€227,500.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"27 HOLLYVILLE, GRANGE, CORK",Cork,T12AWK1,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"27 ST PETERS SQ, PHIBSBOROUGH RD, PHIBSBOROUGH DUBLIN 7",Dublin,D07X627,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"28 LONGFIELD AVE, CASHEL RD, CLONMEL",Tipperary,E91T4A7,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"28 MONASTERBOICE RD, CRUMLIN, DUBLIN 12",Dublin,D12F9F8,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"3 Taoibh Coille, Yew Park, Virginia",Cavan,,"€340,935.04",Yes,Yes,New Dwelling house /Apartment,,2025,1
02/01/2025,"3 The Paddock, Coachroad Meadows, Clane",Kildare,,"€295,000.00",Yes,Yes,New Dwelling house /Apartment,,2025,1
02/01/2025,"36 GLASGOW PARK, LIMERICK, LIMERICK",Limerick,V94VW0D,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"43 CASTLEBROOK, CONNA, CORK",Cork,P51N229,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"7 The Orchard, Coachroad Meadows, Clane",Kildare,,"€305,000.00",Yes,Yes,New Dwelling house /Apartment,,2025,1
02/01/2025,"9 MAPLE LODGE, FARMLEIGH WOODS, CASTLEKNOCK",Dublin,D15WK31,"€1,480,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"9 The Orchard, Coachroad Meadows, Clane",Kildare,,"€305,000.00",Yes,Yes,New Dwelling house /Apartment,,2025,1
02/01/2025,"9 WATERSIDE, ROSBERCON, NEW ROSS",Wexford,Y34D932,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"90 Brindle Close, Summerfields, Kilbarry",Waterford,,"€307,488.00",No,Yes,New Dwelling house /Apartment,,2025,1
02/01/2025,"APARTMENT 14, BEAL NA MARA  THE MALL, BALLYSHANNON",Donegal,F94FT22,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"COOLEA, BALLYVORA, ATHLONE RD",Offaly,R42CX54,"€161,250.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"ENAGHBEG, CROSSMOLINA, COUNTY MAYO",Mayo,,"€23,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"FAIRWAYS, INCHYDONEY ISLAND, CLONAKILTY",Cork,P85DD86,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"GORTEEN COTTAGE, ERRISBEG, ROUNDSTONE",Galway,H91NDC0,"€720,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"KILTILLANE, TEMPLEMORE, TIPPERARY",Tipperary,E41FC42,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"LISSYEGAN, AHASCRAGH, BALLINASLOE",Galway,H53DR97,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
02/01/2025,"No 6 Newton Square, Newton Heights, Boherboy Road",Cork,,"€290,748.89",Yes,Yes,New Dwelling house /Apartment,,2025,1
02/01/2025,"Site No. 4, The Paddock, Coachroad Meadows",Kildare,,"€295,000.00",Yes,Yes,New Dwelling house /Apartment,,2025,1
02/01/2025,"ST RONANS PK, ARIGNA P O, CARRICK ON SHANNON",Roscommon,N41RR50,"€135,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"1 GLENGARA CLOSE, GLENAGEARY RD LOWER, DUN LAOGHAIRE",Dublin,A96P8V0,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"12 ARD BHEARU, COIS BHEARU, MONISTEREVAN RD ATHY",Kildare,R14XY42,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"13 VICO ROCK, SORRENTO RD, DALKEY",Dublin,A96T925,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"16 MOAT, BALLA, MAYO",Mayo,F23VK53,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"17 AGHNAHARNA DRIVE, STRADBALLY RD, PORTLAOISE",Laois,R32XCV9,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"18 THE FAIRGREENS, LAHARDANE, BALLINA",Mayo,F26W6V9,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"19 TOWER VIEW, ARDEE, LOUTH",Louth,A92TP83,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"2 PARNELL TERRACE, PATRICK ST, MULLINGAR",Westmeath,N91N6C1,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"27 PIERVIEW, WICKLOW, WICKLOW",Wicklow,A67RH59,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"2A ST ASSAMS RD WEST, RAHENY, DUBLIN 5",Dublin,D05XH97,"€605,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"3 Woodbrook Court, Woodbrook, Shankill",Dublin,A98R8A0,"€616,740.00",No,Yes,New Dwelling house /Apartment,,2025,1
03/01/2025,"36 ALBANY ROAD, RANELAGH, DUBLIN 6",Dublin,D06N6F7,"€1,600,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"4 MARCONI CRESCENT, HONEYPARK DUN LAOGHAIRE, CO DUBLIN",Dublin,A96CR62,"€999,995.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"4 ORCHARD GREEN, MAUGHERABOY, SLIGO",Sligo,,"€325,109.00",No,Yes,New Dwelling house /Apartment,,2025,1
03/01/2025,"4 PARK SIDE, CARRICK ON SUIR, CO TIPPERARY",Tipperary,E32Y527,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"43 GLANDORE RD, GRIFFITH AVE, DUBLIN 9",Dublin,D09F9N2,"€835,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"51 THE NICHOLSON, LANSDOWNE PLACE, BALLSBRIDGE",Dublin,D04E7F4,"€2,863,436.00",No,Yes,New Dwelling house /Apartment,,2025,1
03/01/2025,"57 Weaver's Lane, The Steeples, Duleek",Meath,,"€303,965.00",No,Yes,New Dwelling house /Apartment,,2025,1
03/01/2025,"62 WYATTVILLE PARK, DUN LAOGHAIRE, DUBLIN",Dublin,A96W1D6,"€642,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"72 THE WALLED GARDENS, CASTLETOWN, CELBRIDGE",Kildare,W23KW22,"€426,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"9 CASEMENT AVE, JANESBORO, LIMERICK",Limerick,V94R9TW,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
03/01/2025,"APT 3, ROOKSTOWN, THORMANBY RD",Dublin,D13NY54,"€499,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,1
