date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/02/2021,"1 ARD GRAINNE, MOATE, WESTMEATH",Westmeath,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"1 BELLEWOOD, BALLYNEETY, LIMERICK",Limerick,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"1 CLARINDA PARK EAST, DUN LAOGHAIRE, PARK EAST",Dublin,,"€1,100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"1 LAKEVIEW CRESENT, WICKLOW, WICKLOW",Wicklow,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"1 LINENHALL PARADE, OFF NORTH KING ST, DUBLIN 7",Dublin,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"1 meadowbank row, millers glen, swords",Dublin,,"€400,881.00",No,Yes,New Dwelling house /Apartment,,2021,2
01/02/2021,"1 OLIVER PLUNKETT SQUARE, MONKSTOWN FARM, DUBLIN",Dublin,,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"1 SWEEPLANE, NURNEY, KILDARE",Kildare,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"1 URBAN TERRACE, MOYDERWELL, TRALEE",Kerry,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"10 EASTHAM COURT, BETTYSTOWN, MEATH",Meath,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"10 OHICKEY PLACE, CARRICKBEG, CARRICK ON SUIR",Tipperary,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"10 THE WILLOW, ROCKFIELD, DUNDRUM DUBLIN 14",Dublin,,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"10 VILLAGE GROVE, KILBRECK, STAMULLEN",Meath,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"101 LACKANASH NAVAN RD, TRIM, MEATH",Meath,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"101 WHATLEY HALL, CLONEE, DUBLIN 15",Dublin,,"€249,500.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"104 SHINGAN, ENNISCORTHY, CO WEXFORD",Wexford,,"€123,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"104 THE ORCHARD, BALLYMAHON RD, ATHLONE",Westmeath,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"109 WOODVIEW HEIGHTS, LUCAN, DUBLIN",Dublin,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"111 KNOCKBRACK DOWNS, MATTHEWS LANE, DROGHEDA",Louth,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"112 BRANDON SQUARE, WATERVILLE, BLANCHARDSTOWN",Dublin,,"€421,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"118 CLONMINCH WOOD, TULLAMORE, OFFALY",Offaly,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"12 BLACKCASTLE DEMESNE, NAVAN, CO MEATH",Meath,,"€324,950.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"12 COLLEGE FARM HEIGHTS, NEWBRIDGE, KILDARE",Kildare,,"€286,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"12 CURRAGHCONWAY COURT, BALLYCURREEN, FRANKFIELD",Cork,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"125 DONNYBROOK MANOR, DONNYBROOK, DUBLIN 4",Dublin,,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"128 CHERRYWOOD DR, CLONDALKIN, DUBLIN 22",Dublin,,"€140,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"13 LIBRARY RD, SHANKILL, DUBLIN 18",Dublin,,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
01/02/2021,"13 MAIN ST KINSALE, KINSALE, CORK",Cork,P17P820,"€308,700.00",No,No,Second-Hand Dwelling house /Apartment,,2021,2
