date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/06/2018,"1 CHERRY TERRACE, LISDUGGAN, WATERFORD",Waterford,,"€48,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2018,6
01/06/2018,"1 CLONMACART, DRUMLISH, LONGFORD",Longford,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,2018,6
01/06/2018,"1 JAMESTOWN COTTAGES, KILTERNAN, DUBLIN 18",Dublin,,"€800,000.00",No,No,Second-Hand Dwelling house /Apartment,,2018,6
01/06/2018,"1 MAIN ST, GLIN, LIMERICK",Limerick,,"€57,500.00",No,No,Second-Hand Dwelling house /Apartment,,2018,6
01/06/2018,"1 Maydenhayes Mews, Mornington, Co.Meath",Meath,,"€258,590.30",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2018,6
01/06/2018,"1 Park Terrace South, Belltree, Clongriffin",Dublin,,"€308,689.75",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2018,6
01/06/2018,"1 SOUTH TERRACE BASEMENT APT, BASIN RD, TRALEE",Kerry,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,2018,6
01/06/2018,"1 SYCAMORE CLOSE, TERMON ABBEY, DROGHEDA",Louth,,"€203,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2018,6
01/06/2018,"1 THE MEWS, FIRST LANE, LAHINCH",Clare,,"€121,500.00",No,No,Second-Hand Dwelling house /Apartment,,2018,6
01/06/2018,"10 GRANITE COURT, FENAGH, CO. CARLOW",Carlow,,"€78,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2018,6
01/06/2018,"10 MOUNT CARMEL AVE, ROEBUCK PARK, DUNDRUM DUBLIN 14",Dublin,,"€604,000.00",No,No,Second-Hand Dwelling house /Apartment,,2018,6
01/06/2018,"10 MOY HEIGHTS, FOXFORD RD, BALLINA",Mayo,,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,,2018,6
01/06/2018,"10 THE LIME COURTYARD, BELLVIEW WOODS, BALLYDOWNEY KILLARNEY",Kerry,,"€243,500.00",No,No,Second-Hand Dwelling house /Apartment,,2018,6
