date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/09/2022,"1 Elder Heath Hall, Elder Heath, Kiltipper Road",Dublin,,"€317,180.61",No,Yes,New Dwelling house /Apartment,,2022,9
01/09/2022,"1 Hawthorn Lane, Lusk Village, Lusk",Dublin,K45DD37,"€383,259.91",No,Yes,New Dwelling house /Apartment,,2022,9
01/09/2022,"1 HILLVIEW, BENNETTSBRIDGE, KILKENNY",Kilkenny,R95D6V9,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2022,9
01/09/2022,"1 MORNINGTON TOWERS, MORNINGTON, MEATH",Meath,A92X0T2,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,9
01/09/2022,"1 MURMONT CLOSE, MONTENOTTE, CORK",Cork,T23A4X5,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,9
01/09/2022,"1 RAHINWOOD, BALLYLYNAN, CO LAOIS",Laois,R14XP60,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,9
01/09/2022,"1 The Close, Mullen Park, Maynooth",Kildare,,"€407,929.52",No,Yes,New Dwelling house /Apartment,,2022,9
01/09/2022,"10 Ceide Spris, Park Road, Killarney",Kerry,,"€297,133.00",No,Yes,New Dwelling house /Apartment,,2022,9
01/09/2022,"10 KIPPURE HOLIDAY VILLAGE, MANOR KILBRIDE, BLESSINGTON",Wicklow,W91RD68,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,9
01/09/2022,"10 RICHMOND HILL, RATHMINES",Dublin,D06XD57,"€1,250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,9
01/09/2022,"10 ST FURSEYS TCE, BLACKROCK, LOUTH",Louth,A91XN56,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,9
01/09/2022,"102 ASHFIELD EAST, OLD GOLF LINKS RD, KILKENNY",Kilkenny,R95D9P0,"€273,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,9
01/09/2022,"106 AN CAISLEAN GROVE, BALLINCOLLIG, CORK",Cork,P31TP95,"€421,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,9
01/09/2022,"11 BRIGHTON AVE, FOXROCK, DUBLIN 18",Dublin,D18K3H0,"€1,070,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,9
01/09/2022,"11 CAIRN HILL, WESTMINSTER RD, FOXROCK DUBLIN 18",Dublin,D18F2C4,"€1,150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,9
