date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/01/2010,"5 Braemor Drive, Churchtown, Co.Dublin",Dublin,,"€343,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
03/01/2010,"134 Ashewood Walk, Summerhill Lane, Portlaoise",Laois,,"€185,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,1
04/01/2010,"1 Meadow Avenue, Dundrum, Dublin 14",Dublin,,"€438,500.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"1 The Haven, Mornington",Meath,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"11 Melville Heights, Kilkenny",Kilkenny,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"12 Sallymount Avenue, Ranelagh",Dublin,,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"13  Oakleigh Wood, Dooradoyle, Limerick",Limerick,,"€172,500.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"13 The Drive, Chapelstown Gate, Tullow Road",Carlow,,"€177,500.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"15 Carriglawn, Waterpark, Carrigaline",Cork,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"15a Moore Bay, Kilkee",Clare,,"€126,500.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"16 Aisling Geal, Fr. Russell Road",Limerick,,"€110,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,1
04/01/2010,"206 Philipsburgh Avenue, Marino, Dublin 3",Dublin,,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"22 Laverna Way, Castleknock, Dublin 15",Dublin,,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"23 Elton Park, Sandycove",Dublin,,"€1,800,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"25  Lavallin Drive, Whitechurch, Cork",Cork,,"€352,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2010,1
04/01/2010,"25 Fairway Lawns, Bettystown",Meath,,"€273,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"29 Carysfort Woods, Blackrock",Dublin,,"€547,500.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"33 RAGIAN ROAD, BALLSBRIDGE, DUBLIN 4",Dublin,,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"4 Hawthorn Court, Collooney",Sligo,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
04/01/2010,"44 Allen Park Road, Stillorgan, County Dublin",Dublin,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,1
