date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/10/2019,"1 LIOS ARD, LISLOOSE, TRALEE",Kerry,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"10 BRIOT DR, TEMPLARS HALL, WATERFORD",Waterford,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"10 CLONLEIGH PARK, LIFFORD, DONEGAL",Donegal,,"€145,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"10 CLUAIN NA CATHRACH, CAHERYAN, ATHENRY",Galway,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"10 Orchard View, Clarecastle",Clare,,"€207,047.77",No,Yes,New Dwelling house /Apartment,,2019,10
01/10/2019,"10 SLI ESKER, POOLBOY, BALLINASLOE",Galway,,"€69,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"105 ARDILAUN GREEN, MULLINGAR, CO WESTMEATH",Westmeath,,"€160,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"109 SANDFORD WOOD, SWORDS, DUBLIN",Dublin,,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"10A Oak Glebe, Rathbride Road, Kildare",Kildare,,"€348,017.63",No,Yes,New Dwelling house /Apartment,,2019,10
01/10/2019,"10A WYVERN, KILLINEY, DUBLIN",Dublin,,"€720,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"11 Ring Finnan Avenue, Kinsale Manor, Rathbeg",Cork,,"€299,559.00",No,Yes,New Dwelling house /Apartment,,2019,10
01/10/2019,"11 WINDMILL RD, CORK",Cork,,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"114 ARDLEIGH VALE, MULLINGAR, CO WESTMEATH",Westmeath,,"€180,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"119 MEADOW VALE, BLACKROCK, DUBLIN",Dublin,,"€622,221.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"12 ACHILL SQ, WATERVILLE, BLANCHARDSTOWN DUBLIN 15",Dublin,,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"12 MAUNSELLS RD, TAYLORS HILL RD, GALWAY",Galway,,"€990,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"13 Hollywoodrath Court, Hollystown, Dublin 15",Dublin,,"€345,132.75",No,Yes,New Dwelling house /Apartment,,2019,10
01/10/2019,"13 MAPLE GROVE, CASTLEKNOCK, DUBLIN 15",Dublin,,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"131 Barley Field, Wicklow Hills, Newtownmountkennedy",Wicklow,,"€234,900.00",No,Yes,New Dwelling house /Apartment,,2019,10
01/10/2019,"136 CHAPELGATE, ST ALPHOSUS RD, DRUMCONDRA DUBLIN 9",Dublin,,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"14 AYLESBURY, BALLINTEMPLE, CORK",Cork,,"€333,025.00",No,Yes,New Dwelling house /Apartment,,2019,10
01/10/2019,"14 COOPERSFIELD, SKERRIES RD, RUSH",Dublin,,"€316,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"14 NORBURY HALL, CASTLE ST, TRIM",Meath,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"14 SPRINGFIELD GARDESN, BALLYMAKEALY, CELBRIDGE",Kildare,,"€133,664.79",Yes,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"143 AULDEN GRANGE, SANTRY, DUBLIN 9",Dublin,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"15 JOHNSBRIDGE WALK, LUCAN, DUBLIN",Dublin,K78KW93,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"15 KINGS COURT, MUNGRET ST, LIMERICK",Limerick,,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"15 KINGSCROFT, CASHEL, TIPPERARY",Tipperary,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"15 SHEEHY TERRACE, CLONMEL, TIPPERARY",Tipperary,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"153 WATERVILLE TERRACE, BLANCHARDSTOWN, DUBLIN 15",Dublin,,"€215,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"156 MADEIRA OAKS, THE MOYNE, ENNISCORTHY",Wexford,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"16 ABBOT CRESCENT, HOLYCROSS, THURLES",Tipperary,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"16 SHARAVOGUE, UPPER GLENAGEARY ROAD, CO DUBLIN",Dublin,,"€675,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"16 THE ANCORAGE, THE KEYS, WESTPORT",Mayo,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"17 HOLYWELL VIEW, SWORDS, DUBLIN",Dublin,,"€217,500.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"17 JOHNSGATE VILLAGE, LIMERICK, LIMERICK",Limerick,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"17 SPRINGFIELD GARDENS, CELBRIDGE, KILDARE",Kildare,,"€142,048.86",Yes,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"171 MORRISTOWN WOOD, THE PADDOCKS, STATION ROAD",Kildare,,"€215,859.03",No,Yes,New Dwelling house /Apartment,,2019,10
01/10/2019,"18 LIFFEY DALE, LIFFEY PARK, LUCAN",Dublin,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"18 PRIORY GATE, ATHBOY, MEATH",Meath,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"18 THE CRESCENT, MEADOWVALE, ARKLOW",Wicklow,,"€292,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"18 VENETIAN HALL, HOWTH RD, DUBLIN 5",Dublin,,"€313,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
01/10/2019,"18 WATERVILLE ROW, BLANCHARDSTOWN, DUBLIN 15",Dublin,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,10
