date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/12/2022,"03 GRAYDON GREEN, NEWCASTLE, CO DUBLIN",Dublin,D22Y9V9,"€409,691.63",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"06 MERCER ROW, MERCER VALE, CHERRYWOOD",Dublin,D18HXE3,"€537,444.93",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"1 BALLYMARTIN, DUNGOURNEY  CO CORK, CORK",Cork,P25VW32,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"1 Effernock Lane, Riversend  Effernock, TRIM",Meath,C15P2TV,"€360,000.00",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"1 FURNESS WOOD, JOHNSTOWN, KILDARE",Kildare,W91K3VY,"€605,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"1 Temple Villas, Beaumont Crescent, Blackrock",Cork,,"€700,000.00",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"1 The Green, Ravens Mill, Rolestown",Dublin,,"€383,260.00",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"1 UPPER JANEMOUNT, SUNDAYS WELL, CORK",Cork,T23ECC8,"€316,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"10 CHAPEL ST, SLIGO, SLIGO",Sligo,F91TK8R,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"10 Charleston Woods, Midleton, Cork",Cork,,"€326,696.00",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"10 COIS CALLOW, HARBOUR ROAD, BANAGHER",Offaly,R42YW74,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"10 COLL CORRAN, PARK ROAD, KILLARNEY",Kerry,V93W571,"€8,268.33",Yes,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"10 DAVITT COURT, MOUNTMELLICK, LAOIS",Laois,R32N9C0,"€189,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"10 Effernock Lane, Riversend  EFFERNOCK, TRIM",Meath,C15Y1XK,"€360,000.00",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"10 LARKFIELD MANOR, MANORHAMILTON, CO LEITRIM",Leitrim,F91N2V6,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"10 MONTROSE CRESCENT, ARTANE, DUBLIN 5",Dublin,D05A3F8,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"10 OAKLANDS DR, OAKLANDS, LONGFORD",Longford,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"10 The Way, Ravens Mill, Church Road",Dublin,,"€387,665.00",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"102 GLASGOW PARK, LIMERICK, LIMERICK",Limerick,V94X67X,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"107 KNOCKNALYRE, SLIGO RD, BALLINA",Mayo,F26P5K2,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"11 CHAPEL ST, SLIGO, SLIGO",Sligo,F91YPH2,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"11 COLL CORRAN, PARK ROAD, KILLARNEY",Kerry,V93DR64,"€8,268.33",Yes,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"11 Effernock Lane, Riversend  EFFERNOCK, TRIM",Meath,C15YCW8,"€360,000.00",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"11 Mercer View, Mercer Vale",Dublin,,"€475,800.00",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"11 The Way, Ravens Mill, Rolestown",Dublin,,"€387,665.20",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"11 WELLINGTON ST, WATERFORD, WATERFORD",Waterford,X91X7VC,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"1118 KILKEE BAY APARTMENTS, KILRUSH ROAD, KILKEE",Clare,V15TP49,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"112 GLASANAON ROAD, FINGLAS EAST, DUBLIN 11",Dublin,D11E0V9,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"114 Effernock Avenue, Riversend  Effernock, Trim",Meath,C15A0FD,"€360,000.00",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"114 FRENCHPARK, ORANMORE, GALWAY",Galway,H91EH76,"€40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"115 Effernock Avenue, Riversend, Effernock",Meath,C15NN9V,"€360,000.00",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"116 Westpoint Avenue, The Mullans, Donegal Town",Donegal,,"€249,388.22",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"118 Effernock Avenue, Riversend, Effernock",Meath,C15HKR6,"€360,000.00",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"12 Clay Farm Walk, Clay Farm, Leopardstown",Dublin,,"€594,713.65",No,Yes,New Dwelling house /Apartment,,2022,12
01/12/2022,"12 COLL CORRAN, PARK ROAD, KILLARNEY",Kerry,V93TX88,"€8,268.33",Yes,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"12 DUN MULLACH, MULLAGH, CAVAN",Cavan,A82R8P0,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"12 GREENHILLS EST, BROWNSHILL RD, CARLOW TOWN",Carlow,R93C7W9,"€236,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"12 HANSTED PLACE, FINNSTOWN, LUCAN",Dublin,K78K652,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"12 MANOR GROVE, GRANGE MANOR, OVENS",Cork,P31XR68,"€304,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"12 OAKTREE GREEN, CUNNABERRY HILL, TULLY ROAD",Kildare,R51C966,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"12 THE GABLES ST BRIDGET'S TERRACE, PORTUMNA, CO GALWAY",Galway,H53KX37,"€87,121.00",Yes,No,Second-Hand Dwelling house /Apartment,,2022,12
01/12/2022,"123 COLLEGEWOOD MANOR, CLANE, KILDARE",Kildare,W91E802,"€294,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,12
