date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/02/2012,"12 Lotabeg Terrace, Mayfield",Cork,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
01/02/2012,"13 The Rectory, Enniskerry Road, Stepaside",Dublin,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
01/02/2012,"14 Castleview Green, Sword, Co. Dublin",Dublin,,"€71,250.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
01/02/2012,"15E Harbour Village, Killaloe",Clare,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
01/02/2012,"17 SEAVIEW, GREYSTONES",Wicklow,,"€127,272.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2012,2
01/02/2012,"2 Market Square, Castleblayney",Monaghan,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
01/02/2012,"21 Wyattville Park, Loughlinstown",Dublin,,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
01/02/2012,"22 The Main Courtyard, Headford Demesne, Kells",Meath,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
01/02/2012,"247 Laraghcon, Lucan",Dublin,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
01/02/2012,"25 Donn Or, Brownshill Road, Carlow",Carlow,,"€105,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
01/02/2012,"29 Lake Drive, Kilminchy, Portlaoise",Laois,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
01/02/2012,"3 SPRINGFIELD, SUMMERHILL",Waterford,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
01/02/2012,"33  Cremorne, Terenure Road East, Terenure",Dublin,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
01/02/2012,"4 Geraldine Terrace, Milltown",Dublin,,"€271,500.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
01/02/2012,"4 Meakstown Cottages, Finglas",Dublin,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,2012,2
