date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/09/2017,"1 B FERNLEIGH VALE, CASTLEKNOCK, DUBLIN 15",Dublin,,"€246,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"1 BEECHVIEW, EDMONDSTOWN ROAD, RATHFARNHAM",Dublin,,"€407,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"1 CARAHUBOCK VILLAGE, ENNISCRONE, SLIGO",Sligo,,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"1 COW LANE, THE COW, BALLYCOTTON",Cork,,"€186,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"1 DUNLOE AVE, WINDTOWN RD, NAVAN",Meath,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"1 GRAFTON HALL, AUNGIER ST, DUBLIN",Dublin,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"1 HOMEFIELD, BUNDORAN, CO DONEGAL",Donegal,,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"1 Rafter's Grove, Rafter's Road, Crumlin",Dublin,,"€339,207.05",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,9
01/09/2017,"1 RAILWAY COTTAGES, MCCURTAINS TOWN, YOUGHAL",Cork,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"10 ARD MOR GREEN FORTUNESTOWN LANE, TALLAGHT, DUBLIN",Dublin,,"€221,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"10 ashfield grove, ridgewood, forrest road",Dublin,,"€304,405.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2017,9
01/09/2017,"10 BERWICK COURT, SWORDS, DUBLIN",Dublin,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"10 Broadfield Grove, Broadfield Manor, Rathcoole",Dublin,,"€319,897.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,9
01/09/2017,"10 EGLANTINE DR, MALLOW, CORK",Cork,,"€415,800.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"10 KILNASALLA, RICHMOND, NENAGH",Tipperary,,"€26,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"1002 AVONDALE, LEIXLIP, CO KILDARE",Kildare,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"101 LORETO AVE, RATHFARNHAM, DUBLIN 14",Dublin,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"103 COLLEGE WOOD MANOR, CLANE, KILDARE",Kildare,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"103 THE BOULEVARD, BEALING VILLAGE, TYRELLSTOWN DUBLIN 15",Dublin,,"€175,500.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"106 SILVERSPRINGS COURT, MAYFIELD, CORK",Cork,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"109 Woodlawn, Allenwood, Naas",Kildare,,"€208,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2017,9
01/09/2017,"10A PARKHILL HEIGHTS, KILNAMANAGH, DUBLIN 24",Dublin,,"€225,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"11 Broadfield Grove, Broadfield Manor, Rathcoole",Dublin,,"€319,897.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,9
01/09/2017,"11 CAPWELL AVE, TURNERS CROSS, CORK",Cork,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"11 Garville Drive, Garville Avenue, Rathgar",Dublin,,"€947,136.56",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,9
01/09/2017,"11 HAND PARK, RUSH, DUBLIN",Dublin,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"11 RAVENS COURT, FINGLAS, DUBLIN",Dublin,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,9
01/09/2017,"11 The Cove, Marina Village, Greystones",Wicklow,,"€493,392.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2017,9
01/09/2017,"110 Landen Park, Oldtown Demesne, Naas",Kildare,,"€462,555.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,9
