date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/01/2021,"APT 15, SANDON COVE, CASTLE AVE DUBLIN 3",Dublin,D03RY60,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,1
01/01/2021,"APT 32, DANES COURT, CLONTARF RD DUBLIN 3",Dublin,D03W300,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,1
03/01/2021,"16 BURLEIGH COURT, BURLINGTON ROAD, DUBLIN 4",Dublin,,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,1
04/01/2021,"1 CASTLEGAL CROSS, CLIFFONEY, CO. SLIGO",Sligo,,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,1
04/01/2021,"1 PLAZA  VIEW, FAIR GREEN, MALLOW",Cork,,"€158,590.30",No,Yes,New Dwelling house /Apartment,,2021,1
04/01/2021,"1 THE BIRCHES, TUAM, CO GALWAY",Galway,,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,1
04/01/2021,"10 CAPPAGH, MOHILL, LEITRIM",Leitrim,N41P2N0,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,1
04/01/2021,"10 RIVERCOURT, GRATTAN QUAY, WATERFORD",Waterford,X91KP95,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2021,1
04/01/2021,"11 RIVERVISTA, OUGHTERARD, GALWAY",Galway,,"€91,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,1
04/01/2021,"12 Oileain Na Cranoige.Cranogue Isl, Balbutcher Lane, BALLYMUN",Dublin,,"€192,951.00",No,Yes,New Dwelling house /Apartment,,2021,1
04/01/2021,"13 ARDSALLAGH WOODS, ROSCOMMON, ROSCOMMON",Roscommon,,"€237,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,1
04/01/2021,"14 Oak Park Square, Oak Park, Craddockstown",Kildare,,"€290,748.88",No,Yes,New Dwelling house /Apartment,,2021,1
04/01/2021,"16 COIS TEAMPAILL, FOYNES ROAD, NEWCASTLE WEST",Limerick,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,1
