date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/03/2022,"1 DRIVE TWO, MUIRHEVNA MOR, DUNDALK",Louth,A91T2F6,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,3
01/03/2022,"1 DUNLIN HOUSE, REDCOURT OAKS, SEAFIELD RD EAST DUBLIN 3",Dublin,D03TX47,"€6,750,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,3
01/03/2022,"1 MOUNTKENNEDY COURT, MAIN ST, NEWTOWNMOUNTKENNEDY",Wicklow,A63PW60,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,3
01/03/2022,"1 OLD SCHOOL HOUSE, PATRICKSWELL, LIMERICK",Limerick,V94F8C3,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,3
01/03/2022,"1 Rioch Court, Kilkenny",Kilkenny,,"€240,000.00",No,Yes,New Dwelling house /Apartment,,2022,3
01/03/2022,"1 THE GLEN, INSE BAY, LAYTOWN",Meath,A92P9W6,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,3
01/03/2022,"1 TONLAGEE MANOR, MILBROOK AVE, DONAGHMEDE DUBLIN 13",Dublin,D13H588,"€256,500.00",No,No,Second-Hand Dwelling house /Apartment,,2022,3
01/03/2022,"10 BALLINTEER GARDENS, BALLINTEER, DUBLIN 16",Dublin,D16E732,"€300,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2022,3
01/03/2022,"10 BERACH LODGE, KILBARRACK RD, DUBLIN",Dublin,D05EN84,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,3
01/03/2022,"10 CHAPEL FARM CRESCENT, LUSK, DUBLIN",Dublin,K45HN59,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,3
01/03/2022,"10 FIRGROVE LAWN, BISHOPSTOWN, CORK",Cork,T12C8PA,"€457,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,3
01/03/2022,"10 PARK AVE, CLONGRIFFIN, DUBLIN 13",Dublin,D13EP96,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,3
01/03/2022,"10 Silverbrook Way, Arden Road, Tullamore",Offaly,,"€263,436.12",No,Yes,New Dwelling house /Apartment,,2022,3
01/03/2022,"10 The Square, Drummin Village, Borrisokane Road",Tipperary,,"€137,444.93",No,Yes,New Dwelling house /Apartment,,2022,3
01/03/2022,"10 TONLAGEE MANOR, MILBROOK AVE, RAHENY DUBLIN 5",Dublin,D13AW80,"€247,400.00",No,No,Second-Hand Dwelling house /Apartment,,2022,3
01/03/2022,"102 Alderwood Heights, Carrickmacross",Monaghan,,"€250,000.00",No,Yes,New Dwelling house /Apartment,,2022,3
01/03/2022,"104 THE CRESCENT, RATHBORNE COURT, ASHTOWN DUBLIN 15",Dublin,D15T883,"€338,500.00",No,No,Second-Hand Dwelling house /Apartment,,2022,3
01/03/2022,"109 ANGLESEA RD, BALLSBRIDGE, DUBLIN 4",Dublin,D04T1W7,"€2,450,000.00",No,No,Second-Hand Dwelling house /Apartment,,2022,3
