date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/02/2024,"1 ARDMORE DR, DUBLIN 5, DUBLIN",Dublin,D05W6E5,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"1 CARROLLS HILL, UPPER JOHN ST, CORK",Cork,,"€58,766.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"1 CATHAIR CON RAOI, GOAT STREET",Kerry,,"€343,612.32",No,Yes,New Dwelling house /Apartment,,2024,2
01/02/2024,"1 CLOGHEEN HOLIDAY VILLAGE, CLOGHEEN, CLONAKILTY",Cork,P85R609,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"1 CLUAIN ARD, DERNAGREW, MONAGHAN",Monaghan,H18KX97,"€327,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"1 COLLINS SQ, BENBURB ST, DUBLIN 7",Dublin,D07W258,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"1 DE LACY CRESCENT, TRIM, MEATH",Meath,C15DH31,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"1 FOXDENE GARDENS, LUCAN, DUBLIN",Dublin,K78TP20,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"1 KILL AVENUE, DUN LAOGHAIRE, DUBLIN",Dublin,A96TH50,"€754,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"1 KINSEALY COTTAGES, CHAPEL RD, OLD KINSEALY",Dublin,K36NY83,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"1 THE HILL, CITYWEST VILLAGE, CITYWEST",Dublin,D24X0KR,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"10 BURNSIDE, SANTRY, DUBLIN 9",Dublin,D09VP95,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"10 CLANBRASSIL TERRACE, DUBLIN 8",Dublin,D08VX57,"€226,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"10 SANDYFORD PARK, SANDYFORD VILLAGE, DUBLIN 18",Dublin,D18H9K6,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"10 SORREL PLACE, SORREL WOOD, BLESSINGTON",Wicklow,W91P3FR,"€405,286.00",No,Yes,New Dwelling house /Apartment,,2024,2
01/02/2024,"10 STAPLETON PLACE, DUNDALK, LOUTH",Louth,A91F5X2,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"11 COLMCILLE TERRACE, GRANARD, CO. LONGFORD",Longford,N39FR60,"€22,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2024,2
01/02/2024,"113 ST DONAGHS RD, DONAGHMEDE, DUBLIN 13",Dublin,D13YA70,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,2024,2
