date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/06/2014,"APT 10 BLOCK B, STRADBROOK, STRADBALLY RD",Laois,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
01/06/2014,"TIRHOGAR, PORTARLINGTON, LAOIS",Laois,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
02/06/2014,"17 ROSEMOUNT TERRACE, LETTERKENNY, DONEGAL",Donegal,,"€27,500.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
02/06/2014,"20 Castlepark Residence, Castlepark Road, Sandycove",Dublin,,"€317,181.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2014,6
02/06/2014,"78 CALLENDERS MILL, CELBRIDGE, KILDARE",Kildare,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
02/06/2014,"BALLYBEG, BROSNA, CO KERRY",Kerry,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
02/06/2014,"BEECHPARK HOUSE, CRINKILL, BIRR",Offaly,,"€134,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
02/06/2014,"WOODVIEW HOUSE, TWEEDMOUNT, BLARNEY",Cork,,"€125,500.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"'Dromana', Barnavara Hill, Glanmire",Cork,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"1 Fairgreen House, Forster Street, Galway",Galway,,"€116,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"1 WOODVIEW, BALLYMURN",Wexford,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"10 A CORKE ABBEY, BRAY, WICKLOW",Dublin,,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"10 HEBRON PARK, KILKENNY, KILKENNY",Kilkenny,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"100 LR BLUEPOOL, KANTURK, CORK",Cork,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"104 CASTLECURRAGH VALE, MULHUDDART, DUBLIN 15",Dublin,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"11 ST BRIGIDS CLOSE, KILLESTER, DUBLIN 5",Dublin,,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"12 Lisroyne Oaks, Strokestown",Roscommon,,"€60,500.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"12 NEWLINE CLOSE, MOUNTRATH, LAOIS",Laois,,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"125 ROSSVALE MOUNTMELLICK RD, PORTLAOISE, LAOIS",Laois,,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"13 GREENHILLS EST, BALLINA, MAYO",Mayo,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"15 COLLEGE ST, BALDOYLE, DUBLIN 13",Dublin,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"152 BELFRY HALL, CITYWEST, DUBLIN 24",Dublin,,"€137,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"16 ARANMORE CLOSE, ROCK CROSS, CAVAN",Cavan,,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"169 Balreask Manor, Trim Road, Navan",Meath,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"17 MERRION STREET UPPER, DUBLIN 2",Dublin,,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"17 MOSSBROOK, PROSPEROUS, KILDARE",Kildare,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"17 The Crescent, Meadowvale, Arklow",Wicklow,,"€162,158.60",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2014,6
03/06/2014,"18 Inglewood Close, Clonsilla",Dublin,,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"19 CEDARWOOD DR, CASTLE HEIGHTS, KILMONEY ROAD",Cork,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"2 Kiltra, Green Road, Bannow",Wexford,,"€95,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2014,6
03/06/2014,"2 PINE COURT, CHURCH ROAD, BLACKROCK",Cork,,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"2 WATKINS BUILDINGS, THE COOMBE, DUBLIN 8",Dublin,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"20 OAKLAND PARK, DUNDALK, LOUTH",Louth,,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"21 GROVE ISLAND STUDENT VILLAGE, LIMERICK, LIMERICK",Limerick,,"€72,500.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"21 Lisheen Fields, Ovens",Cork,,"€281,938.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2014,6
03/06/2014,"22 Sliabh Mor, Carney",Sligo,,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"23 BLACKCASTLE LODGE, NAVAN, MEATH",Meath,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"24 THE HOLLY, BLOCK 8 RIVERSDALE, ROCKFIELD DUNDRUM DUBLIN 14",Dublin,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"25 BARTON RD WEST, RATHFARMHAM, DUBLIN 16",Dublin,,"€576,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"25 FORGEHILL CRESCENT, STAMULLEN, MEATH",Meath,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"27 THE GALLERY, TURVEY WALK, DONABATE",Dublin,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"28 RATHGAR AVE, RATHGAR, DUBLIN 6",Dublin,,"€825,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
03/06/2014,"28 ST PATRICKS COTTAGES, FOXFORD, MAYO",Mayo,,"€44,000.00",No,No,Second-Hand Dwelling house /Apartment,,2014,6
