date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
02/05/2011,"1 The Privet, Doughiska, Galway",Galway,,"€245,840.46",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2011,5
02/05/2011,"13 Suan Tra, Dr. Colohan Road, Salthill",Galway,,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
02/05/2011,"32 Priory Avenue, Stillorgan, Co  Dublin",Dublin,,"€578,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
02/05/2011,"4 The Privet, Doughiska, Galway",Galway,,"€245,840.46",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2011,5
02/05/2011,"77 Lower Drumcondra Road, Dublin 9",Dublin,,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"'Ashleigh', Kilteel Road, Rathcoole",Dublin,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"1 Castle Park, CastleBlayney Road, Dundalk",Louth,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"14 The Brokerage, Townsend Street",Dublin,,"€144,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"15 Marian Park, Pouladuff Road, Cork",Cork,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"16 Bellvue Lawn, Frankfield, Douglas",Cork,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"16 legion ave, dundalk",Louth,,"€117,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"17 The Dell, Lahinch",Clare,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"170 Kippure Park, Finglas South",Dublin,,"€198,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"173 Cashel Road, Crumlin",Dublin,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"19 Rochetstown Avenue, Dun Laoghaire",Dublin,,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"2 St Joseph's Terrace, Lismire, Newmarket",Cork,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"21 Ardcross Court, Camden Road, Crosshaven",Cork,,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"23 Portmarnock Grove, Portmarnock",Dublin,,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"28 Chandlers Way, Rushbrooke Links, Cobh",Cork,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"28 Colliers Brook, Spollanstown, Tullamore",Offaly,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"3 Ozier Park Terrace, Waterford",Waterford,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"33 Dillon Street, Tipperary Town",Tipperary,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"34 St. Annes, Ursuline Court",Waterford,,"€158,400.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"5 Hazelwood Park, Celbridge",Kildare,,"€260,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2011,5
03/05/2011,"5 Newtown Terrace, Thomastown",Kilkenny,,"€67,500.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"5 The Crescent, College Wood  Mallow",Cork,,"€136,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"5 The Grove, Monageer, Enniscorthy",Wexford,,"€110,132.16",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2011,5
03/05/2011,"52 Carleton Road, Marion",Dublin,,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"53 Castle Riada Avenue, Lucan",Dublin,,"€307,500.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"53 Dalcassian Downs, Glasnevin, Dublin 9",Dublin,,"€280,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2011,5
03/05/2011,"60 Muckross Avenue, Perrystown",Dublin,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,2011,5
