date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/12/2017,"1 DERRYADD, KENAGH, LONGFORD",Longford,,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"1 GREENBANKS, LIMERICK ROAD, NAAS",Kildare,,"€230,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"1 KNOCKREA VILLAS, OLD BLACKROCK ROAD, CORK",Cork,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"1 MANNA SOUTH, TEMPLEMORE, TIPPERARY",Tipperary,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"1 MOUNT TEMPLE RD, DUBLIN 07, DUBLIN 7",Dublin,,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"1 THE COURT, LARCH HILL  OSCAR TRAYNOR ROAD, SANTRY",Dublin,,"€256,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"1 WENTWORTH GROVE, WICKLOW, WICKLOW",Wicklow,,"€245,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"10 BELFRY LODGE, CITYWEST, DUBLIN 24",Dublin,,"€268,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"10 cHURCHFIELds pARK, cHURCHFIELDS, aSHBOURNE",Meath,,"€304,179.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,12
01/12/2017,"10 Croftwell Square, Rathcoole",Dublin,,"€323,749.00",Yes,Yes,New Dwelling house /Apartment,less than 38 sq metres,2017,12
01/12/2017,"10 Hawthorn Grove, Bird Avenue, Clonskeagh",Dublin,,"€682,820.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,12
01/12/2017,"10 Muileann Drive, Kinsealy",Dublin,,"€277,533.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,12
01/12/2017,"10 THE COURTYARD, BALTIMORE, WEST CORK",Cork,,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"10 THE WILLOWS, WELLINGTONBRIDGE, WEXFORD",Wexford,,"€89,500.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"103 FURRY PARK ROAD, DUBLIN 5",Dublin,,"€680,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"106 THE WILLOWS, BOREENMANA RD, CORK",Cork,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"107-118 Drumbear Wood, Drumbear",Monaghan,,"€1,987,665.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,12
01/12/2017,"107 Woodlawn, Allenwood, Naas",Kildare,,"€186,784.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,12
01/12/2017,"109 CLONLIFFE AVE, BALLYBOUGH, DUBLIN 3",Dublin,,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"11 COLLEGE GROVE, CLONAKILTY, CORK",Cork,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"11 Pairc an Ri, Tuam Road, Athenry",Galway,,"€235,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,12
01/12/2017,"11 Parkside Place, Parkside, Malahide Road",Dublin,,"€273,127.75",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,12
01/12/2017,"11 THE PADDOCKS, GOREY, WEXFORD",Wexford,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"11 THE PARK, MOYGLARE HALL, MAYNOOTH",Kildare,,"€457,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"11 Weston Close, Wicklow Town",Wicklow,,"€431,718.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,12
01/12/2017,"110 STAPOLIN LAWNS, BALDOYLE, DUBLIN 13",Dublin,,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"115 Adamstown Way, Adamstown Square, Adamstown",Dublin,,"€246,696.03",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2017,12
01/12/2017,"118 SOUTHMEDE, BALLINTEER RD, DUNDRUM DUBLIN 14",Dublin,,"€303,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"12 Donore, Earlsfort, Blackrock",Louth,,"€185,021.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2017,12
01/12/2017,"12 LAUREL VIEW, CASTLEPARK VILLAGE, ST JOSEPHS RD",Cork,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"12 RIDGE HALL BALLYBRACK VILLAGE, DUBLIN 18, DUBLIN",Dublin,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"12 STRAND PALACE, UPPER STRAND, YOUGHAL",Cork,,"€73,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"12 TALBOT RD, MALAHIDE, DUBLIN",Dublin,,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
01/12/2017,"12 THE PADDOCK, MOYGLARE ABBEY, MAYNOOTH",Kildare,,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,12
