date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/03/2017,"1 AN CORRAN, CRINKLE, BIRR",Offaly,,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"1 CLOUNALOUR CLOSE, OAKPARK, TRALEE",Kerry,,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"1 OAKWOOD PARK, TERMON ABBEY, DROGHEDA",Louth,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"1 Radharc Na Siuire, Knockboy, Waterford",Waterford,,"€158,590.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2017,3
01/03/2017,"1 SHELBOURNE PLACE, SHELBOURNE RD, DUBLIN 4",Dublin,,"€730,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"10 ANNFIELD CRESCENT, ANNFIELD, CASTLEKNOCK DUBLIN 15",Dublin,,"€249,500.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"10 CUBA AVENUE, BANAGLOR, CO OFFALY",Offaly,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"10 KILGRASTON COURT, OLD COURT PARK, BRAY",Wicklow,,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"10 OAKRIDGE, CASTLE HEIGHTS, CARRIGALINE",Cork,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"10 WEAVERS HALL, LEVMOSS PARK, THE GALLOPS DUBLIN 18",Dublin,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"10 WILLOW GROVE, BALLINCOLLIG, CORK",Cork,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"114 OLIVER PLUNKETT RD, DUN LAOGHAIRE, GLENAGEARY",Dublin,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"114 RAFTER'S ROAD, DRIMNAGH, DUBLIN 12",Dublin,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"116 ASHINGTON RISE, NAVAN RD, DUBLIN 7",Dublin,,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"119 CUIRT SEOIGE, BOHERMORE, GALWAY",Galway,,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
01/03/2017,"12 CROSS GUNS QUAY, PHIBSBOROUGH, DUBLIN 7",Dublin,,"€264,000.00",No,No,Second-Hand Dwelling house /Apartment,,2017,3
