date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/05/2021,"4 Bridgegate Vale, Ardee",Louth,,"€211,163.10",No,Yes,New Dwelling house /Apartment,,2021,5
01/05/2021,"440 O'DUITNAN AVENUE, DONEGAL TOWN",Donegal,F94V9W7,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
01/05/2021,"BUTLERS LANE, KILTYCAHILL, SLIGO",Sligo,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
01/05/2021,"KNOCKNAGOSHEL VILLAGE, TRALEE, KERRY",Kerry,,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
01/05/2021,"NO 2 CHURCH STREET SQUARE, ABBEYFEALE, CO LIMERICK",Limerick,,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
03/05/2021,"10 ASHFIELD PARK, STILLORGAN ROAD, DONNYBROOK",Dublin,D04Y5Y2,"€253,948.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
03/05/2021,"160 HOWTH ROAD, CLONTARF, DUBLIN 3",Dublin,D03F2N0,"€985,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
03/05/2021,"350 COOLEY RD, DRIMNAGH, DUBLIN 12",Dublin,D12TD52,"€25,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2021,5
03/05/2021,"350 COOLEY RD, DRIMNAGH, DUBLIN 12",Dublin,D12TD52,"€50,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2021,5
03/05/2021,"350 COOLEY RD, DRIMNAGH, DUBLIN 12",Dublin,D12TD52,"€25,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2021,5
03/05/2021,"350 COOLEY RD, DRIMNAGH, DUBLIN 12",Dublin,D12TD52,"€50,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2021,5
03/05/2021,"40 THE ANCHORAGE, BETTYSTOWN, MEATH",Meath,A92K795,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
03/05/2021,"44 SIDMONTON GARDENS, BRAY, WICKLOW",Wicklow,A98PP89,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
03/05/2021,"7B SHANTALLA PLACE, SHANTALLA, GALWAY",Galway,H91K683,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
03/05/2021,"7C SHANTALLA PLACE, SHANTALLA, GALWAY",Galway,H91X240,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
03/05/2021,"ABBEYVILLE, MANISTER, KILMALLOCK",Limerick,V35ER26,"€137,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
03/05/2021,"ATHGOE SOUTH, NEWCASTLE, DUBLIN",Dublin,,"€521,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
03/05/2021,"TRANQUILLA, KILMALLOCK RD, CHARLEVILLE",Cork,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
04/05/2021,"1 AGHNAHARNA COURT, STRADBALLY RD, PORTLAOISE",Laois,R32VK5N,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,2021,5
