date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/03/2010,"1 ELDEN, MARYBOROUGH HILL, DOUGLAS",Cork,,"€519,823.79",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2010,3
01/03/2010,"10 West View, Garden City, Ashbourne",Meath,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"100 corrib road, terenure",Dublin,,"€298,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"106 Royal Canal Court, Ashtown",Dublin,,"€285,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,3
01/03/2010,"11 The Heath, Circular Road",Galway,,"€735,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"12 The Crescent, Highfield Park, Carrigrohane",Cork,,"€263,436.12",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,3
01/03/2010,"126 Brightwater, Crosshaven",Cork,,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"13 Weston Park, Oldtown, Fingal",Dublin,,"€280,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,3
01/03/2010,"14 Ardfrail Close, Oldcastle",Meath,,"€65,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"14 Belton Park Gardens, Donnycarney",Dublin,,"€194,663.00",Yes,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"159 Greenhills Court, South Douglas Road, Cork",Cork,,"€172,500.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"16 GREENFIELD, BELFRY HEIGHTS, BANDON",Cork,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"16 Woodbrook Park, Templeogue, Dublin 16",Dublin,,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"168 The Quadrants, Ballincollig",Cork,,"€170,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,3
01/03/2010,"18 Toormore, Bruree",Limerick,,"€145,374.44",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,3
01/03/2010,"186 STEEPLECHASE GREEN, RATOATH",Meath,,"€241,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"192 Glanntan, Golf Links Road, Castletroy",Limerick,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"2 sarsfield terrace, lucan",Dublin,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"21  Tynan Hall Park, Tynan Hall  Kingswood, Tallaght",Dublin,,"€340,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,3
01/03/2010,"214 Pouladuff Road, The Lough",Cork,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"23 All Hallows Square, Drumcondra, Dublin 9",Dublin,,"€513,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"24 Hillside Drive, Mullingar",Westmeath,,"€158,500.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"24 Oaklands Park, Sandymount",Dublin,,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"25 Charnwood Dale, Clonsilla",Dublin,,"€343,500.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"25 Lios An Oir, Lismore",Waterford,,"€177,500.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"26 LAUDERDALE TERRACE, NEW ROW SOUTH",Dublin,,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"3 Ardbrack, Scilly, Kinsale",Cork,,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"3 Bective Place, Kells",Meath,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"3 Kingston Terrace, Carrick.on.Shannon",Leitrim,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"30 Ard Na Carraig, Edenderry",Offaly,,"€167,400.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2010,3
01/03/2010,"30 Cnoic Caislean, Knockboy",Waterford,,"€165,639.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,3
01/03/2010,"31 New Row, Chapelizod",Dublin,,"€381,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"31 Sandyford Downs, Sandyford, Dublin",Dublin,,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"33 Newtown Court, Maynooth",Kildare,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"42 Fassaugh Avenue, Cabra",Dublin,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"47 Glenomena Park, Blackrockl, County Dublin",Dublin,,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"5 St. Nessan's Road, Dooradoyle",Limerick,,"€236,750.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"5 Vale Terrace, Dargle Road, Bray",Wicklow,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"6 Park Lawn, Grange Rath, Drogheda",Louth,,"€327,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"62 Gulistan Cottages, Rathmines, Dublin 6",Dublin,,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"67 Elden, Maryborough Hill, Douglas",Cork,,"€643,172.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2010,3
01/03/2010,"71 Powers Court, Mount Street, Dublin2",Dublin,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"75 Sandyvale Lawn, Headford Road, Galway",Galway,,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"77, Boherbee, Tralee",Kerry,,"€123,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"84 ardcollum avenue, artane, dublin 5",Dublin,,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"92 The Maples, Lismonaghan, Letterkenny",Donegal,,"€91,254.75",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,3
01/03/2010,"Apartment 10, The Waterfront, Hanover Quay",Dublin,,"€436,366.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,3
01/03/2010,"Apartment 93, 20 Christchurch Place, Dubin 8",Dublin,,"€277,500.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"Apt 18 The Oak, Parkview, Stepaside",Dublin,,"€348,017.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,3
01/03/2010,"Apt 36 The Sycamore, Park View, Enniskerry Road  Stepaside",Dublin,,"€286,343.61",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,3
01/03/2010,"Apt. 27, Allendale Square, Clonsilla",Dublin,,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"Barnashrone, Mountmellick",Laois,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"Barnaville, Kilconnel, Ballinasloe",Galway,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
01/03/2010,"Bawnmore, Kanturk",Cork,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,3
