date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/04/2025,"1 CLARINDA COURT, CLARINDA PARK WEST, DUN LAOGHAIRE",Dublin,A96FA47,"€582,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"1 HAZELWOOD PARK, FOXWOOD",Waterford,,"€551,497.80",No,Yes,New Dwelling house /Apartment,,2025,4
01/04/2025,"1 HOLLYBROOK, BLUEBELL AVENUE, BLUEBELL",Dublin,D12HK25,"€320,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"1 MAIN STREET, NEWBRIDGE, COUNTY KILDARE",Kildare,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"1 THE CLOSE, THE OLD INFIRMARY, JOHN'S HILL",Waterford,X91FFH7,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"1 WOODLANDS, BALLA, CO MAYO",Mayo,F23RC67,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"10 OLIVER PLUNKETT PARK, CAHIR RD, CASHEL",Tipperary,E25A525,"€175,500.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"100 LISSADEL DR, DRIMNAGH, DUBLIN 12",Dublin,D12YN57,"€396,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"102 TANEY RD, GOATSTOWN, DUBLIN 14",Dublin,D14N8C1,"€935,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"105 kestral manor, platin rd, drogheda",Meath,,"€352,378.00",No,Yes,New Dwelling house /Apartment,,2025,4
01/04/2025,"11 PÁIRC NA BLÁTHANNA, RUSH, CO. DUBLIN",Dublin,K56HX62,"€257,709.00",No,Yes,New Dwelling house /Apartment,,2025,4
01/04/2025,"11 RIVERVIEW APT, NEW RD, ENNISTYMON",Clare,V95E2K4,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"119 Shoreside Park, Sea Gardens, Bray",Dublin,,"€458,150.00",No,Yes,New Dwelling house /Apartment,,2025,4
01/04/2025,"12 HAMPTON WOOD GREEN, FINGLAS, DUBLIN 11",Dublin,D11CX72,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"121 BALLYGALL PARADE, FINGLAS DUBLIN 11, DUBLIN",Dublin,D11V2F4,"€346,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"122 Bawnogue Park, Boycetown, Kilcock",Kildare,,"€453,744.49",No,Yes,New Dwelling house /Apartment,,2025,4
01/04/2025,"124 THE OAKS, RIDGEWOOD, SWORDS",Dublin,K67YK28,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"125 Shoreside Park, Sea Gardens, Bray",Dublin,,"€440,528.63",No,Yes,New Dwelling house /Apartment,,2025,4
01/04/2025,"13 MUILEANN PLACE, KETTLES LANE, KINSEALY",Dublin,K67X9W9,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"132 BETTYGLEN, RAHENY, DUBLIN 5",Dublin,D05H021,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"135 CHURCH HILL, TULLAMORE, OFFALY",Offaly,R35N8R9,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"137 GREENLEA RD, TERENURE, DUBLIN 6W",Dublin,D6WWV72,"€770,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"15 CARRICKBRENNAN LAWN, MONKSTOWN, DUBLIN",Dublin,A94X2T9,"€1,430,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"158 BELMONT, KILRUDDERY, BRAY",Wicklow,A98KR63,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"16 CONVENT COURT, ROSCOMMON, ROSCOMMON",Roscommon,F42WD68,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"16 CYPRES CIRCUS, MIDLETON, CORK",Cork,P25XW53,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"16 Greenpark, South Circular Road, Limerick",Limerick,,"€442,000.00",No,Yes,New Dwelling house /Apartment,,2025,4
01/04/2025,"16 HAZELWOOD AVE, GLANMIRE, CORK",Cork,T45HH32,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"16 ST THOMAS TCE, DUNGARVAN, WATERFORD",Waterford,X35XF59,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"16 TULACH NA CORRAIGE, TULLAHILL, LOUGHREA",Galway,H62PR83,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"17 APPLEWOOD DR, APPLEWOOD VILLAGE, SWORDS",Dublin,K67TW56,"€35,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2025,4
01/04/2025,"17 CLAY FARM VIEW, CLAY FARM, LEOPARDSTOWN",Dublin,,"€612,334.80",No,Yes,New Dwelling house /Apartment,,2025,4
01/04/2025,"17 HAMMOND PLACE, DROMAHANE, MALLOW",Cork,P51D6PT,"€216,000.00",No,No,Second-Hand Dwelling house /Apartment,,2025,4
