date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
02/08/2010,"30 The Spire, New Row Square, New Row South",Dublin,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
02/08/2010,"49 Shandon Mill, Phibsboro, Dublin 7",Dublin,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
02/08/2010,"Bedford, Listowel",Kerry,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
02/08/2010,"Killynann, Gorey",Wexford,,"€297,885.46",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2010,8
03/08/2010,"1 Alymer Drive, Courtown Park, Kilcock",Kildare,,"€318,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"1 Ferndale, Newcastle West, Co.Limerick",Limerick,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"1 Newbrook Avenue, Donaghmede, Dublin 13",Dublin,,"€237,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"1 Riverchapel Lawn, Gorey",Wexford,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"1 Rosemount Terrace, Booterstown",Dublin,,"€392,800.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"10  Brookside Gardens, Rush",Dublin,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"102 An Plasan, Cois na hAbhainn  Station Road, Moate",Westmeath,,"€170,044.06",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,8
03/08/2010,"103 An Plasan, Cois na hAbhainn  Station Road, Moate",Westmeath,,"€177,973.57",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2010,8
03/08/2010,"11 The Avenue, Dun Eala, Fermoy",Cork,,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"12 The Olde Mills, Townparks, Cloyne",Cork,,"€127,500.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"132 Heathervue, Greystones",Wicklow,,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"15 Kilashee View, Naas",Kildare,,"€467,500.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"152 The Village, Porterstown, Dublin 15",Dublin,,"€212,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"18 Verschoyle Glen, Saggart Abbey, Saggart",Dublin,,"€176,263.56",Yes,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"19 Hillbrook, Woods, Blanchardstown",Dublin,,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"2 Palmerstown Park, Palmerstown, Dublin 20",Dublin,,"€207,500.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"20 Ashfield Road, Ranelagh",Dublin,,"€860,000.00",No,No,Second-Hand Dwelling house /Apartment,,2010,8
03/08/2010,"20 The Village, Adare, County Limerick",Limerick,,"€406,286.33",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2010,8
