date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/07/2016,"1 BARRETTS PLOT EAST, LURGACLOX, CLOGHER BELMULLET",Mayo,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"1 BROOMVILLE CLOSE, PORTLAOISE, LAOIS",Laois,,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"1 CANAL VIEW, LEITRIM VILLAGE, CARRICK ON SHANNON",Leitrim,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"1 CLOONMORE DRIVE, JOBSTOWN, TALLAGHT",Dublin,,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"1 FERNS DALE, FERNS BRIDGE, MONASTEREVIN",Kildare,,"€173,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"1 HOLYWELL LAWN, FELTRIM RD, SWORDS",Dublin,,"€253,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"1 MOORE PARK, ARDEE, LOUTH",Louth,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"1 MOUNT ARGUS VIEW, HAROLDS CROSS, DUBLIN",Dublin,,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"1 MOYLARAGH MANOR, BALBRIGGAN, CO DUBLIN",Dublin,,"€84,500.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"1 SHEARES GATE, GLASHEEN RD, CORK",Cork,,"€5,950,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"1 SINGLETON COTTAGES, MELL, DROGHEDA",Louth,,"€71,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"1 TEMPLE GARDENS, RATHMINES, DUBLIN 6",Dublin,,"€5,850,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"1 The Drive, Millers Glen, Swords",Dublin,,"€251,057.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7
01/07/2016,"1 THE RISE, NOBBER, KELLS",Meath,,"€27,500.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"1 THORNLEIGH PARK, SWORDS, DUBLIN",Dublin,,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"10 Elder Heath Mews, Elder Heath, Kiltipper Road",Dublin,,"€242,290.74",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7
01/07/2016,"10 LARCH HILL, SWINFORD, MAYO",Mayo,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"102 DEEL MANOR, ASKEATON, CO LIMERICK",Limerick,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"103 IVEAGH GARDENS, CRUMLIN, DUBLIN 12",Dublin,,"€446,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"104 Monksfield, Abbeyside, Dungarvan",Waterford,,"€154,185.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7
01/07/2016,"104 WINTERGARDEN, PEARSE ST, DUBLIN 2",Dublin,,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"105 Diswellstown Manor, Castleknock",Dublin,,"€510,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2016,7
01/07/2016,"107 RIVERCHAPEL VIEW, COURTOWN, WEXFORD",Wexford,,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"11 CHESTERFIELD CLOSE, CASTLEKNOCK, DUBLIN 15",Dublin,,"€860,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"11 ROCKFIELD DR, OFF CLONSILLA RD, CLONSILLA DUBLIN 15",Dublin,,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"11 SLANE RD, CRUMLIN, DUBLIN 12",Dublin,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"11 THE SWAN, WOLFHILL, CO LAOIS",Laois,,"€183,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"113 Cartrun Breac, Lisbrack Road, Longford",Longford,,"€59,471.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7
01/07/2016,"114 GLENCREE, NEWPORT, TIPPERARY",Tipperary,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"116 HAZELWOOD, GOREY, WEXFORD",Wexford,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"12 GLENEADINN, KILLYLASTIN, LETTERKENNY",Donegal,,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"12 PARK GLEN, GRANGE RATH, DUBLIN ROAD  DROGHEDA",Louth,,"€122,500.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"12 SHANAGARRY HOLIDAY VILLAGE, SHANAGARRY, MIDLETON",Cork,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"12 ST HELENS VILLAGE, KILRANE, WEXFORD",Wexford,,"€108,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"124 Tubberclaire Meadows, Navan",Meath,,"€75,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7
01/07/2016,"127 WAINSFORT RD, TERENURE, DUBLIN 6W",Dublin,,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"129 SHANLISS AVE, SANTRY, DUBLIN 9",Dublin,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"12n Windmill Close, Rathcoole",Dublin,,"€385,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7
01/07/2016,"13 BOROIMHE HAZEL, SWORDS, DUBLIN",Dublin,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"13 COOLE EAST, WHITES CROSS, CORK",Cork,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"13 RIVERGARDENS, KILLARNEY ROAD, ABBEYFEALE",Limerick,,"€41,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"14 BEECH RD, FOTA ROCK, CARRIGTWOHILL",Cork,,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"14 BOW BRIDGE HOUSE, BOW LANE, KILMAINHAM",Dublin,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"14 HILLCREST COURT, RIVERSTICK, CORK",Cork,,"€209,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"14 SRUTHAN BEAG, BALLYBEAG, KERRY",Kerry,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"14 WOODS END, BLANCHARDSTOWN, DUBLIN",Dublin,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"15 BURROWFIELD RD, DUBLIN 13, DUBLIN",Dublin,,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"15 FOXROCK COURT, FOXROCK, DUBLIN 18",Dublin,,"€657,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"158 CASTLEFARM, SHANKILL, DUBLIN",Dublin,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"16 CHARLEVILLE SQ, BUTTERFIELD AVE, RATHFARNHAM DUBLIN 14",Dublin,,"€595,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"16 Cluain Mullan, Castlepollard",Westmeath,,"€87,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7
01/07/2016,"16 GLENALL, ROCKRD, BORRIS IN OSSORY",Laois,,"€56,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"16 ROSEMOUNT GARDENS, CAHIR, CO TIPPERARY",Tipperary,,"€74,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"17 ALLENDALE GROVE, CLONSILLA, DUBLIN 15",Dublin,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"17 LIFFEY MILL AVE, ATHGARVAN, NEWBRIDGE",Kildare,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"17 MARLEY CLOSE, MARLEY GRANGE, RATHFARNHAM DUBLIN 16",Dublin,,"€645,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"17 THE BRAMBLES, BALLYBUNION, CO KERRY",Kerry,,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"18 BALLYRICKARD COURT, TRALEE, KERRY",Kerry,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"18 CHAMBERSLAND CLOSE, NEW ROSS, WEXFORD",Wexford,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"18 COIS CROINN, SALTOWN, DUNDALK",Louth,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"18 GROVE TERRACE, BALLYRAGGET, KILKENNY",Kilkenny,,"€58,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"18 NUTLEY LANE, DONNYBROOK, DUBLIN 4",Dublin,,"€1,580,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
01/07/2016,"18 WHITES CROSS, FOXROCK, DUBLIN",Dublin,,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,,2016,7
