date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month
01/06/2019,"102 Cnoc Tiarnach, Grange End, Dunshaughlin",Meath,,"€286,343.61",No,Yes,New Dwelling house /Apartment,,2019,6
01/06/2019,"27 WOODLEIGH AVE, BLESSINGTON, WICKLOW",Wicklow,,"€29,826.00",No,No,Second-Hand Dwelling house /Apartment,,2019,6
01/06/2019,"34 DRUMKAY EST, RATHNEW, WICKLOW",Wicklow,,"€45,676.00",No,No,Second-Hand Dwelling house /Apartment,,2019,6
01/06/2019,"BALLYHARA, BLACKDITCH, MAGHERAMORE",Wicklow,,"€770,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,6
02/06/2019,"33 Fairfield, Dunshaughlin",Meath,,"€310,242.00",No,Yes,New Dwelling house /Apartment,,2019,6
02/06/2019,"APT 19 GREEN PARK, INSTITUTE OF TECHNOLOGY DUNDALK, DUNDALK",Louth,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,6
03/06/2019,"1 ASHTON RISE, ASHTON BROC, SWORDS",Dublin,,"€202,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,6
03/06/2019,"16 THE HAWTHORNS, ROSELEIGH, MOONCOIN",Kilkenny,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,6
03/06/2019,"19 CASTLE PK, BALLYBANE, GALWAY",Galway,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,6
03/06/2019,"20 Diswellstown Court, Castleknock, Dublin 15",Dublin,,"€524,229.07",No,Yes,New Dwelling house /Apartment,,2019,6
03/06/2019,"4 TWIN OAKS, BAILIEBOROUGH, CAVAN",Cavan,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,6
03/06/2019,"6 Elder Park Heights, Elder Heath, Kiltipper Road",Dublin,,"€277,533.00",No,Yes,New Dwelling house /Apartment,,2019,6
03/06/2019,"76 ARDEN VIEW, TULLAMORE, CO OFFALY",Offaly,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,2019,6
